movie_id;director
11858;Penny Marshall
62835;Olivier Megaton
18937;Frederik Du Chau
13536;Michael Caton-Jones
15556;Irwin Winkler
10718;Joseph Kahn
11062;Harold Becker
10802;Paul Verhoeven
1887;Sofia Coppola
6071;Barbet Schroeder
10461;Stephen T. Kay
80278;Juan Antonio Bayona
12704;Elaine May
10315;Wes Anderson
16643;Stephen Herek
2687;John Carpenter
194;Jean-Pierre Jeunet
11025;Dennie Gordon
8849;Charles Shyer
78698;Ken Kwapis
30943;Ulu Grosbard
9544;William Malone
24418;Paul Weitz
7288;Danny DeVito
14655;Malcolm D. Lee
24575;Jerry Jameson
10366;Mic Rodgers
19898;Christian Alvart
4965;Gary Fleder
15074;Christian Duguay
56715;Jean-Marie Poiré
1272;Danny Boyle
72358;Brian Robbins
20542;Marc F. Adler
266396;Pierre Morel
9978;Geoffrey Sax
8271;D.J. Caruso
10428;Iain Softley
5353;Richard Shepard
11934;Joel Coen
14392;Peter Chan
19495;Sergei Bodrov Jr.
110415;Bong Joon-ho
77459;Bibo Bergeron
26486;Jeff Nathanson
9495;Alex Proyas
256040;S.S. Rajamouli
24420;Robert Schwentke
1257;Michael Lehmann
62214;Tim Burton
16320;Joss Whedon
8842;Charles S. Dutton
9531;Richard Lester
64807;Peter Segal
12289;John Woo
11529;Andy Tennant
20943;Robert Luketic
9099;Jonathan Lynn
9488;Robert Rodriguez
193;David Carson
44865;Wong Kar-wai
55787;Francis Lawrence
257932;Yuefeng Song
10400;Norman Jewison
1957;Michael Apted
10833;David Mirkin
256961;Andy Fickman
5852;Luis Mandoki
12312;John Pasquin
622;Roman Polanski
11306;Michael Apted
12508;Stephen Herek
25793;Lee Daniels
10534;Ridley Scott
1091;John Carpenter
87421;David Twohy
10871;Jeb Stuart
13503;Steve Miner
13600;Gil Kenan
68722;Paul Thomas Anderson
14324;David Leland
14325;Gary Fleder
299687;J Blakeson
312221;Ryan Coogler
23168;Ben Affleck
76494;Kirk Jones
4944;Joel Coen
10488;Jennifer Flackett
96721;Ron Howard
334;Paul Thomas Anderson
23742;Kevin Smith
259694;Christian Ditter
62837;Charles Martin Smith
8966;Catherine Hardwicke
8470;Nick Cassavetes
11001;Les Mayfield
138832;Rawson Marshall Thurber
16911;Fyodor Bondarchuk
2163;Jonathan Mostow
36670;Irvin Kershner
23048;Steve Pink
227735;Charles Martin Smith
2155;John Frankenheimer
8409;F. Gary Gray
222936;Cameron Crowe
31908;Rob Reiner
10219;Scott Hicks
48171;Mikael Håfström
782;Andrew Niccol
75531;Andrew Bergman
11802;Kirk De Micco
9776;Chris Rock
18785;Todd Phillips
365222;Wilson Yip
817;Jay Roach
268;Tim Burton
45054;Roland Joffé
943;Richard Donner
22881;John Lee Hancock
10054;Robert Rodriguez
51540;Seth Gordon
44264;Joel Coen
350;David Frankel
152;Robert Wise
109431;Seth Gordon
1598;Martin Scorsese
8065;Robert Luketic
271718;Judd Apatow
11638;Kevin Rodney Sullivan
409;Anthony Minghella
2118;Curtis Hanson
11459;Mike Mitchell
10806;Frank Oz
9348;Roger Donaldson
377;Wes Craven
8843;Tarsem Singh
9313;Randall Wallace
39486;Randall Wallace
1273;Kevin Munroe
13920;Mike Tollin
50544;Will Gluck
325133;Nicholas Stoller
140823;John Lee Hancock
1883;Spike Lee
89492;Judd Apatow
22949;Walt Becker
12437;Patrick Tatopoulos
2959;Ken Kwapis
9957;Dennis Dugan
11648;Gary David Goldberg
9366;Mike Newell
1576;Paul W.S. Anderson
609;Tobe Hooper
5516;Joel Coen
13051;John Moore
49530;Andrew Niccol
34806;Alan Poul
49022;Luke Greenfield
11469;Gil Junger
23479;Michael Ritchie
11667;Steven E. de Souza
423;Roman Polanski
2447;Catherine Hardwicke
10066;Jaume Collet-Serra
2288;Mike Nichols
88794;Clint Eastwood
13515;Alexandre Aja
11979;Michael Rymer
169;Stephen Hopkins
8090;Gregory Hoblit
11622;Hugh Wilson
3604;Mike Hodges
9541;Kevin Smith
94348;Rob Cohen
8197;Clint Eastwood
336004;Scott Mann
35019;Susanna White
10410;Danny DeVito
8836;Chris Carter
14442;Tommy O'Haver
321741;Peter Landesman
59965;John Singleton
14175;Gary Chapman
11004;Curtis Hanson
11918;Craig Mazin
98357;Allen Hughes
10012;Wes Craven
49526;David Koepp
268920;Anne Fletcher
9093;Shekhar Kapur
119283;Taylor Hackford
11823;Richard Loncraine
35169;Roger Kumble
118957;Kimble Rendall
849;Peter Yates
4515;Robert Redford
18886;John Milius
6575;Jake Kasdan
6440;Lasse Hallström
13496;Les Mayfield
18320;Jean-Marc Vallée
22787;Dominic Sena
8967;Terrence Malick
37498;Tsui Hark
144336;David Ayer
9616;Brian Helgeland
13056;Lexi Alexander
14113;Peter Hewitt
285783;Robert Zemeckis
49478;Ronny Yu
9726;Ridley Scott
20763;Richard Donner
9702;Taylor Hackford
9311;Bille August
9280;Brian De Palma
26843;Moustapha Akkad
11876;Jean-Paul Rappeneau
22267;Ang Lee
45958;Alejandro González Iñárritu
1969;Joachim Rønning
310706;Tony Kaye
198663;Wes Ball
239573;Ken Scott
10436;Martin Scorsese
1381;Darren Aronofsky
2162;Hugh Johnson
127493;Simon West
12429;Hayao Miyazaki
228205;George Tillman, Jr.
2900;Rand Ravich
21311;Hugh Hudson
77875;Gabriele Muccino
192136;Justin Chadwick
18254;Warren Beatty
881;Rob Reiner
10877;Andrzej Bartkowiak
9600;Raja Gosnell
202575;Ben Stassen
71469;Chris Gorak
85446;Scott Speer
326;David R. Ellis
10685;Joe Charbanic
7220;Jonathan Hensleigh
9763;Danny Cannon
72387;Boaz Yakin
12596;Mike Newell
1892;Richard Marquand
13460;Neil Marshall
8055;Stephen Daldry
50647;David Wain
10719;Jon Favreau
9294;Jon Turteltaub
11888;Brian Levant
9647;Richard Donner
9353;Jared Hess
55721;Paul Feig
109414;Seth Rogen
10307;Rupert Wainwright
11978;George Tillman, Jr.
22907;John Luessenhop
87567;Justin Zackham
38322;John Whitesell
45612;Duncan Jones
7305;Frank Marshall
3594;Joel Schumacher
157841;Jean-Pierre Jeunet
11519;Steven Spielberg
12920;John Gatins
59;David Cronenberg
9335;Louis Leterrier
12106;Sam Raimi
11141;Peter Howitt
8649;Martin Scorsese
31867;Miguel Sapochnik
10253;Shim Hyung-Rae
3587;Norman Jewison
124459;Don Scardino
24662;Mark Dindal
32274;Tim Robbins
182;Steven Soderbergh
5494;Tom Reeve
28;Francis Ford Coppola
38073;Nanette Burstein
2054;Stephen Herek
302156;Ariel Vromen
606;Sydney Pollack
87502;Robert Zemeckis
698;Lewis Gilbert
120467;Wes Anderson
11313;Scott Hicks
6488;Frank Marshall
10559;Gregory Hoblit
296099;John Francis Daley
8012;Barry Sonnenfeld
1574;Rob Marshall
9032;Dennis Dugan
2770;J.B. Rogers
862;John Lasseter
1637;Jan de Bont
72570;Michael Sucsy
27569;Tom Vaughan
10637;Boaz Yakin
1669;John McTiernan
132363;Lee Daniels
9472;Rawson Marshall Thurber
2907;Barry Sonnenfeld
9273;Steve Oedekerk
9880;Garry Marshall
2925;Hugh Wilson
807;David Fincher
17654;Neill Blomkamp
11836;Stephen Hillenburg
322;Clint Eastwood
70;Clint Eastwood
9535;Harold Ramis
11036;Nick Cassavetes
6557;Anne Fletcher
18126;Peter Chelsom
16340;Stig Bergqvist
10333;Barbra Streisand
4476;Edward Zwick
22947;Jason Reitman
2755;Alexander Payne
82654;Jonathan Levine
59967;Rian Johnson
16300;Chris Weitz
9598;Chris Noonan
82696;David Frankel
9870;Nicholas Stoller
8292;John Singleton
8780;Michael McCullers
9715;Forest Whitaker
10521;Gary Winick
10762;Steven Brill
10096;Gary Winick
59436;Woody Allen
227783;Peter Lepeniotis
4133;Ted Demme
10207;Luis Mandoki
172;William Shatner
21972;John Schultz
36593;Peter Segal
707;John Glen
533;Nick Park
6023;Richard LaGravenese
6439;Frederik Du Chau
4347;Joe Wright
37056;Gary Winick
4105;Ridley Scott
76489;Bobby Farrelly
3933;Tim Burton
9918;James Gartner
273481;Denis Villeneuve
307081;Antoine Fuqua
16871;Sam Raimi
293863;Lee Toland Krieger
13156;Tim McCanlies
41233;Jon M. Chu
9266;John Stockwell
1262;Marc Forster
4513;David Slade
22970;Drew Goddard
7278;Jason Friedberg
9013;Martin Brest
865;Paul Michael Glaser
10776;Frank Oz
50456;Joe Wright
9823;John R. Leonetti
59861;Tom Hanks
133805;Kimberly Peirce
12763;Liz Friedlander
9766;Phil Joanou
14034;Sam Weisman
12244;Shane Acker
109421;Steven Soderbergh
11137;Martha Coolidge
51162;Stephen Anderson
10152;Troy Miller
9452;Warren Beatty
239566;Tate Taylor
53113;Carl Franklin
9271;Brett Leonard
4474;Ivan Reitman
184346;Scott Derrickson
48340;Alister Grierson
14846;Nick Hurran
72207;Nicholas Stoller
16232;Charles Stone III
43539;Paul Haggis
9920;Kurt Wimmer
8978;Jean-François Richet
11702;Antoine Fuqua
18550;Kevin Hooks
8869;Ellory Elkayem
43347;Edward Zwick
3489;Jon Avnet
9701;Niki Caro
2122;Howard Deutch
37707;Vincenzo Natali
10658;Willard Huyck
13150;Gavin O'Connor
9042;Bruce Hunt
17813;Rob Reiner
11208;Paul McGuigan
58151;Craig Gillespie
11400;Terrence Malick
10350;Christopher Roberts
28902;Neil Jordan
14164;James Wong
76640;Kim Jee-woon
11058;Nick Hamm
14844;Andy Cadiff
57089;Mike Disa
1947;Lasse Hallström
8054;Terry Gilliam
46829;Richard J. Lewis
146238;Brad Furman
9989;Peter Howitt
9665;Edward Zwick
311;Sergio Leone
102362;Niels Arden Oplev
11162;Michael Radford
6016;Neil Jordan
17186;Steve Boyum
13967;Chris Noonan
2008;Chen Kaige
9053;Corey Yuen Kwai
4512;Andrew Dominik
76349;Jackie Chan
31203;Laurent Tirard
265208;Simon West
45610;Marc Forster
50135;Reinhard Klooss
1874;Bille August
271331;Frédéric Auburtin
215211;Olivier Dahan
367961;Maksim Fadeev
10955;Liliana Cavani
223702;Conrad Vernon
254470;Elizabeth Banks
69;James Mangold
4967;Edward Norton
9449;Peter Hewitt
11499;Ron Howard
4912;George Clooney
12771;Reginald Hudlin
323676;Ben Falcone
12506;Richard Attenborough
24071;Lawrence Kasdan
11249;Don Mancini
9667;John Maybury
812;Ron Clements
277216;F. Gary Gray
87;Steven Spielberg
14444;Norton Virgien
2043;Lee Tamahori
315664;Stephen Frears
1428;Robert Rodriguez
562;John McTiernan
15373;David Wain
318846;Adam McKay
26320;Ang Lee
14292;Gavin O'Connor
924;Zack Snyder
2018;Adam Shankman
192577;Shinji Aramaki
9428;Wes Anderson
2832;James Mangold
137093;Jon Turteltaub
699;John Glen
9778;Peter Chelsom
8831;Peter Hyams
9398;Ben Stiller
112949;Lasse Hallström
10439;Kenny Ortega
3638;Scott Hicks
23483;Matthew Vaughn
62206;Ruben Fleischer
10577;Patrick Lussier
218778;Miguel Arteta
4348;Joe Wright
78;Ridley Scott
11780;Michael Caton-Jones
192102;McG
2001;James Gray
10383;Janusz Kami?ski
11516;Jacques Perrin
10025;Donald Petrie
15198;Jay Roach
23172;Brian Levant
17834;Michael Ritchie
10016;John Carpenter
10317;David Gordon Green
58431;Burr Steers
9746;Martin Scorsese
13092;Robert B. Weide
59859;Jeff Wadlow
13495;Agustín Díaz Yanes
254473;Camille Delamarre
700;John Glen
4964;Judd Apatow
10024;Nick Cassavetes
13490;Malcolm D. Lee
15927;David Lean
1259;Richard Eyre
5125;Gavin Hood
174;Nicholas Meyer
9583;Callie Khouri
9437;Gary Fleder
525;John Landis
10188;Sanaa Hamri
63574;Todd Graff
245;Chris Weitz
9825;Steve Miner
186;Paul McGuigan
9549;Philip Kaufman
61891;Roland Emmerich
34584;Wolfgang Petersen
2666;Alex Proyas
12783;Saul Dibb
13155;Walter Murch
42807;Richard Linklater
28355;Christian Alvart
8080;E. Elias Merhige
5126;Menno Meyjes
56288;Robert Rodriguez
303858;Jodie Foster
1613;Ronny Yu
31582;Joel Schumacher
16617;Renny Harlin
8944;Barry Levinson
41488;Norman Jewison
37028;Kenneth Branagh
14560;Steve Carr
10330;Mark Waters
6957;Judd Apatow
1934;John Madden
169917;Scott Frank
951;Ivan Reitman
10189;David Gordon Green
9454;Andy Tennant
2055;Kevin Costner
1551;Joel Schumacher
5902;Richard Attenborough
11460;Wes Craven
9358;David R. Ellis
134;Joel Coen
22894;Scott Stewart
134374;Michael Bay
1901;Paul Weitz
15028;Jonathan Frakes
11509;Lawrence Kasdan
7445;Jim Sheridan
17047;Kevin Allen
62838;Garry Marshall
2057;Michael Cristofer
70436;James McTeigue
16784;Donald Petrie
8011;Andrew Morahan
31640;Bob Rafelson
9092;Michael Cohn
2779;Woody Allen
316002;David O. Russell
36355;Alan Shapiro
238615;Tarsem Singh
1985;Fernando Meirelles
615;Mel Gibson
788;Chris Columbus
380;Barry Levinson
13223;Clint Eastwood
10523;Oliver Stone
8681;Pierre Morel
239571;Michael Hoffman
619;Mick Jackson
424;Steven Spielberg
50014;Tate Taylor
162903;Bill Condon
11024;Raja Gosnell
208763;Oleg Stepchenko
6466;Ronny Yu
254024;Michael Winterbottom
12589;John A. Davis
7191;Matt Reeves
1497;Michael Pressman
117;Brian De Palma
6977;Joel Coen
168530;Tim Story
634;Sharon Maguire
392;Lasse Hallström
10327;Charles Herman-Wurmfeld
88042;Andy Fickman
41630;Ivan Reitman
11969;George P. Cosmatos
2085;Andrzej Bartkowiak
794;Richard Donner
9286;James Wong
77877;Scott Hicks
1265;Gábor Csupó
866;Marc Forster
175555;Tyler Perry
75174;Joe Carnahan
11096;John Polson
8699;Adam McKay
769;Martin Scorsese
10923;Harald Zwart
11283;Kirk Jones
111;Brian De Palma
11676;Steve Oedekerk
746;Bernardo Bertolucci
77866;Baltasar Kormákur
9416;Brett Ratner
7345;Paul Thomas Anderson
14317;Cathy Malkasian
20694;Norton Virgien
12277;Malcolm D. Lee
9779;Ken Kwapis
2140;Chris Nahon
12620;Fred Wolf
14177;Bille Woodruff
198185;Craig Gillespie
227156;Phillip Noyce
10735;Dennie Gordon
11351;Victor Salva
10030;Mark Helfrich
10623;Andrzej Bartkowiak
590;Stephen Daldry
9655;Andy Fickman
1268;Steve Bendelack
11237;Dwight H. Little
190955;Guillaume Canet
5123;Kirsten Sheridan
4518;Shekhar Kapur
11932;Ronny Yu
11165;Richard Fleischer
6116;Bob Spiers
57431;David Gordon Green
21724;Damien Dante Wayans
278;Frank Darabont
9290;Simon Wincer
11543;Bobby Farrelly
284536;Rupert Wyatt
152737;John Wells
13374;Tim Fywell
8976;Nigel Cole
319888;Dexter Fletcher
9469;Spike Lee
1909;Jeremy Leven
22971;Lasse Hallström
34813;Sylvain White
46261;Troy Nixey
10431;Philip G. Atwell
8051;Paul Thomas Anderson
9352;Jeff Schaffer
10167;Don Michael Paul
18147;Paul Feig
17170;James Bridges
18975;Steve Barron
15487;Bill Paxton
22825;Richard Kelly
11152;Carter Smith
1831;John Schlesinger
43931;Wes Craven
10591;Luke Greenfield
10861;Ringo Lam
12770;Bruce McCulloch
276907;Brian Helgeland
10074;Akiva Schaffer
65055;David R. Ellis
10397;Alan Parker
200505;Ivan Reitman
11954;Tobe Hooper
60309;Robert Redford
9787;Catherine Hardwicke
293646;Patricia Riggen
6978;John Carpenter
133698;Pascal Chaumeil
59440;Gavin O'Connor
1770;Neil Jordan
10655;Ronald F. Maxwell
8988;Kimberly Peirce
15992;Stephen Gaghan
17707;Jonathan Kaplan
77883;Ole Bornedal
40001;Richard Benjamin
64639;Rod Lurie
9903;Lasse Hallström
21338;Craig R. Baxley
20766;John Hillcoat
24264;John Guillermin
19803;Marcos Siega
20309;J.B. Rogers
9912;Roger Donaldson
9067;Rachel Talalay
27360;Jeffrey W. Byrd
8338;Fernando Meirelles
168705;Uwe Boll
72113;Roman Polanski
9729;Atom Egoyan
94352;Andrew Adamson
22256;Robert Towne
12404;Richard Linklater
152742;Giuseppe Tornatore
11699;Werner Herzog
49953;Ben Stassen
48034;Guillaume Canet
39845;Taylor Hackford
25353;Jérôme Deschamps
36696;Inna Evlannikova
109091;Ridley Scott
38543;Jonathan English
33157;Sergey Bondarchuk
290864;Teddy Chan
242166;Mario Van Peebles
859;Stephen Frears
83770;Walter Salles
168;Leonard Nimoy
1246;Sylvester Stallone
4233;Wes Craven
174751;Gavin O'Connor
184098;Tim Story
2069;Jonathan Lynn
1788;Herbert Ross
11635;Todd Phillips
177;Terry Gilliam
3600;Danny Cannon
2621;Bonnie Hunt
10358;Kevin Smith
10480;Neil LaBute
10313;Grant Heslov
18828;George Gallo
3558;James Mangold
13476;Robert Luketic
10208;Tim Hill
24961;Sidney Lumet
20697;Brian Robbins
20761;Ron Shelton
70868;Douglas McGrath
43593;Alexandre Aja
6478;Kevin Spacey
40688;Steve Boyum
26672;Richard Williams
45881;Mary McGuckian
41283;George Tillman, Jr.
4935;Hayao Miyazaki
19908;Ruben Fleischer
10663;Frank Coraci
1891;Irvin Kershner
9737;Michael Bay
37137;David Zucker
9532;James Wong
10316;George Clooney
2787;David Twohy
12658;Tony Goldwyn
152601;Spike Jonze
10866;John Dahl
227707;Jonathan Newman
21349;Wayne Wang
19150;Michael Dinner
70435;Steven Soderbergh
580;Joseph Sargent
9819;Jerry Zaks
13579;Fred Durst
20024;Neil Jordan
2453;Simon Wincer
6973;Paul Haggis
11156;Anne Fontaine
354110;Jon Cassar
22215;Stephen Frears
11632;Mira Nair
30596;Teddy Chan
3021;Mikael Håfström
957;Mel Brooks
256917;Russell Crowe
251;Jerry Zucker
544;Bobby Farrelly
11395;John Pasquin
14635;John Lee Hancock
13680;Andy Fickman
688;Clint Eastwood
11090;Luke Greenfield
783;Richard Attenborough
228194;Lasse Hallström
1642;Irwin Winkler
10950;Jessie Nelson
235260;Christopher Spencer
277;Len Wiseman
8999;Mikael Håfström
11323;Steven Soderbergh
10445;Richard Attenborough
11453;Mike Bigelow
146239;Ken Scott
205588;Susanna White
10878;Dennis Dugan
82650;David Bowers
10279;Spike Lee
2294;Kevin Smith
2176;Daniel Sackheim
270487;Joel Coen
19366;Deborah Kaplan
204082;Gary Fleder
24100;Uli Edel
1599;David O. Russell
5550;Fred Dekker
30379;Brian Trenchard-Smith
42586;Blake Edwards
17709;Hugh Wilson
287948;Camille Delamarre
7548;Laurence Dunmore
9075;Paul Verhoeven
11661;Christian Carion
109513;Dax Shepard
12085;Callie Khouri
204922;Rowan Joffe
38985;William Friedkin
44113;John Curran
21494;Laurent Tirard
164457;Scott Cooper
4566;Tony Gilroy
17795;Peter Segal
1073;Mark Pellington
153158;Juan José Campanella
81836;Woody Allen
10724;Clint Eastwood
9473;Trey Parker
2196;Frank Oz
1499;Stuart Gillard
20857;Brian Robbins
82693;David O. Russell
1646;Richard LaGravenese
44944;Tyler Perry
4108;Louis Leterrier
8456;Jeff Wadlow
7341;Katt Shea
19255;Sam Mendes
10187;Joshua Michael Stern
31005;Brad Silberling
49517;Tomas Alfredson
44857;John Duigan
50780;Jodie Foster
16363;Colin Higgins
1946;David Cronenberg
85;Steven Spielberg
772;Chris Columbus
840;Steven Spielberg
9682;Jim Sonzero
96;Tony Scott
10678;Adam Shankman
274;Jonathan Demme
8872;Penelope Spheeris
16290;Jeff Tremaine
579;Jeannot Szwarc
14405;Raja Gosnell
138843;James Wan
11637;Brian Levant
226486;Ben Falcone
1584;Richard Linklater
9312;Paul W.S. Anderson
12153;Keenen Ivory Wayans
65057;Alexander Payne
8326;Andrew Davis
35690;Julie Anne Robinson
76203;Steve McQueen
13497;Charles Stone III
35688;Tyler Perry
162;Tim Burton
296096;Thea Sharrock
103370;Tyler Perry
1051;William Friedkin
376659;Jon Lucas
10073;Jason Friedberg
16690;Robin Budd
273895;Ava DuVernay
14873;Steve Trenbirth
8968;Stephen T. Kay
9963;Mennan Yapo
15655;Jun Falkenstein
21208;Jaume Collet-Serra
272878;Boaz Yakin
9760;Jason Friedberg
314365;Tom McCarthy
13279;Neil LaBute
1975;Takashi Shimizu
33644;Kevin Rodney Sullivan
1649;Peter Hewitt
9895;Barry Levinson
9570;Gary Nelson
27579;Anton Corbijn
16052;Gregory Nava
40264;Jason Friedberg
1164;Alejandro González Iñárritu
239678;Shawn Levy
14359;John Patrick Shanley
3989;Trey Parker
76617;John Luessenhop
1710;Jon Amiel
4258;Malcolm D. Lee
20391;Joshua Logan
10139;Gus Van Sant
335778;Kevin Reynolds
9645;Steve Beck
55465;Todd Strauss-Schulson
617;John McNaughton
19904;Nelson McCormick
48289;John Madden
243;Stephen Frears
6933;Eric Valette
17182;John Schlesinger
8848;Roger Donaldson
38;Michel Gondry
38303;Andy Fickman
1266;David Ayer
107985;Edgar Wright
14043;Andrew Fleming
19901;Michael Spierig
34016;Jim Field Smith
59860;Thomas Bezucha
10069;William Brent Bell
9588;Simon Wincer
12819;Ben Gluck
9954;Renny Harlin
10115;Jessica Bendinger
25132;Robert Rodriguez
577;Gus Van Sant
328387;Henry Joost
12690;Ed Harris
9945;John Carpenter
539;Alfred Hitchcock
13596;Howard Deutch
226857;Shana Feste
13159;Garry Marshall
47941;Steve Rash
526;Richard Donner
22796;Mark Steven Johnson
2355;Mike Binder
5915;Sean Penn
9842;Todd Phillips
61012;Michael J. Bassett
755;Robert Rodriguez
13682;Frank Nissen
9089;Jodie Foster
9470;Stephen Chow
18357;Peter Hastings
7979;Marc Forster
470;Alejandro González Iñárritu
15644;Paul Abascal
9582;Chris Koch
10642;Amy Heckerling
22074;Michael Moore
2428;George Stevens
290751;Billy Ray
13805;Jason Friedberg
4597;Nimród Antal
9414;Jon Amiel
63492;Mark Mylod
81796;Stephen St. Leger
10710;Barry Levinson
15092;Brian Taylor
11382;Woody Allen
15005;Michael O. Sajbel
8198;Phillip Noyce
6963;Gore Verbinski
15070;Walter Hill
12797;David Koepp
17134;Renny Harlin
41402;Matt Reeves
18885;Charles T. Kanganis
4953;Michel Gondry
10773;Stephen Frears
146198;John Hillcoat
2639;Woody Allen
10563;Damon Santostefano
295964;John Wells
5971;Neil Jordan
9716;Woody Allen
11835;James Wan
26171;Kirk Jones
31117;Bob Clark
9074;Les Mayfield
14396;Les Mayfield
15673;Michael Lembeck
42618;Bob Fosse
171274;Paul Thomas Anderson
24432;Frank Passingham
109417;Benson Lee
13948;David Zucker
106747;Robert Rodriguez
10929;Glen Morgan
14220;Fred Wolf
46435;Mike Leigh
256962;Alejandro Monteverde
48231;David Cronenberg
3509;Richard Linklater
82684;Curtis Hanson
12142;Uwe Boll
23367;Todd Graff
10740;Jonathan Glazer
241239;J.C. Chandor
14582;Paul Gross
14914;Marc Abraham
3902;Todd Haynes
77948;Mabrouk El Mechri
21755;Rian Johnson
4960;Charlie Kaufman
128;Hayao Miyazaki
14652;Jean-Paul Rappeneau
40932;Nancy Walker
16608;John Hillcoat
334531;Angelo Pizzo
32316;Richard Benjamin
7299;Kurt Wimmer
13405;Roger Spottiswoode
19457;James Gray
112937;Matthew Diamond
314385;Angelina Jolie
8953;Katsuhiro ?tomo
29078;David Anspaugh
46503;Andrew Jarecki
10448;Kevin Reynolds
13688;Stephen Chow
10353;Jean-Marie Poiré
43935;Kevin Munroe
11458;Daniel Algrant
44638;Julie Taymor
241257;Alejandro Amenábar
14538;Daniel Lee
13250;Mike Barker
133931;Wayne Thornley
280871;Gnana Rajasekaran
239897;Tom Walsh
184341;Jonathan Jakubowicz
334074;James McTeigue
199373;Scott Walker
14202;John Curran
6968;Uli Edel
581;Kevin Costner
52449;Jake Kasdan
12150;Harold Becker
11247;Mark Rosman
4232;Wes Craven
9378;Steve Beck
694;Stanley Kubrick
105;Robert Zemeckis
11377;William Malone
26367;Tyler Perry
385383;Rob Hawk
41210;Josh Gordon
12090;Shawn Levy
62630;Lee Tamahori
16110;Britt Allcroft
29427;Breck Eisner
129;Hayao Miyazaki
244114;Alan Yuen
2669;Roger Donaldson
203833;Brian Percival
13523;Sean Anders
25195;Anand Tucker
17277;Anthony Mann
50725;Michael Dowse
82631;Daniel Barnz
73191;Emile Ardolino
22479;Robert Altman
340611;James Schamus
10065;Andrew Douglas
2757;Spike Jonze
11683;George A. Romero
244339;Danny Pang
1878;Terry Gilliam
23082;Ricky Gervais
195589;Nicholas Stoller
854;Chuck Russell
2280;Penny Marshall
496;Larry Charles
8835;Robert Luketic
157;Leonard Nimoy
8643;Scott Derrickson
10402;Mike Mitchell
218043;Vic Armstrong
9043;Thomas Bezucha
21301;Kevin Rodney Sullivan
10147;Terry Zwigoff
816;Jay Roach
302688;Kirk Jones
60307;David Bowers
106;John McTiernan
279;Milo¨ Forman
8617;Nelson McCormick
10625;Mark Waters
10934;Audrey Wells
5279;Robert Altman
10013;Francis Ford Coppola
194662;Alejandro González Iñárritu
160588;Woody Allen
9829;Paul Greengrass
10028;Bille Woodruff
10535;Rick Friedberg
790;John Carpenter
43959;Sean McNamara
10364;Mike Nichols
16991;Jody Hill
9610;Richard Fleischer
1578;Martin Scorsese
25643;Brandon Camp
11904;Barry Levinson
28665;Kevin Tancharoen
44115;Danny Boyle
10569;Woody Allen
10560;Nicholas Hytner
333348;Jessie Nelson
20483;Bart Freundlich
11457;Irwin Winkler
321697;Danny Boyle
19840;Chris Columbus
22327;Miguel Arteta
38665;William A. Fraker
2575;John Boorman
11644;Brian De Palma
146227;Courtney Solomon
68924;Ang Lee
253235;Rob Reiner
22102;Jeff Kanew
18701;István Szabó
10068;Adrian Lyne
848;Matthew Robbins
36811;Michael Hoffman
522;Tim Burton
130150;Jason Reitman
12246;Sergei Bodrov
13809;Guy Ritchie
27380;Hal Needham
10549;Kenneth Branagh
33870;Bruce Beresford
245703;Jeff Nichols
10739;Woody Allen
127560;Jonathan Teplitzky
37903;Michael Haneke
396152;Zack Ward
10017;Mike Marvin
11468;D.J. Caruso
193613;Nimród Antal
17436;Gregor Jordan
43434;Olivier Assayas
31166;Tran Anh Hung
69848;Lance Hool
8408;George A. Romero
332411;Chuck Russell
9389;Christian Volckman
9626;Richard Fleischer
75638;Rodrigo Cortés
8363;Greg Mottola
15670;Tyler Perry
290555;David Hayter
8328;Jon M. Chu
10982;Cory Edwards
205;Terry George
1620;Xavier Gens
175541;Kasi Lemmons
241254;Brian A Miller
31932;Matt Dillon
1933;Alejandro Amenábar
679;James Cameron
11113;George Cukor
3597;Jim Gillespie
193893;Luke Greenfield
9675;Alexander Payne
9988;Jay Chandrasekhar
948;John Carpenter
21765;John Robert Hoffman
146304;Malcolm D. Lee
7516;Joe Carnahan
41439;Kevin Greutert
2752;Michael Lehmann
9429;John Fortenberry
38117;Daniel Barnz
9792;Alexandre Aja
13778;Sam Weisman
228203;Niki Caro
41382;Erik White
13960;Christian Robinson
114150;Jason Moore
26602;Mike Tollin
10223;Sam Raimi
16028;Robert Harmon
15639;Trent Cooper
16112;Gary Halvorson
26390;Antoine Fuqua
27759;Nicholas Ray
109428;Fede Alvarez
23049;Donald Petrie
9310;Paul Weitz
11411;Sidney J. Furie
16988;Ian Iqbal Rashid
7304;Wayne Kramer
24747;Rowdy Herrington
58048;Jim Goddard
1491;Neil Burger
2989;Noel Marshall
10629;Joel Schumacher
255343;Andrea Di Stefano
4723;Richard Kelly
10800;Guillaume Ivernel
25763;Jack Smight
79694;Todd Lincoln 
4032;Howard Zieff
18615;Steven Shainberg
10673;Oliver Stone
4584;Ang Lee
2977;Julian Jarrold
10760;Joe Nussbaum
11093;Vadim Perelman
207;Peter Weir
8467;Bobby Farrelly
639;Rob Reiner
24226;Sidney Lumet
9285;Todd Phillips
14709;Brian Robbins
74643;Michel Hazanavicius
13788;David S. Goyer
83666;Wes Anderson
10781;Jonathan Liebesman
318850;Cyrus Nowrasteh
13908;Perry Andelin Blake
1417;Guillermo del Toro
39180;John Whitesell
16161;John Singleton
